shift,Jeff,Han,Perry,Mack,Jason,Ray
0,0.74172393587088,0.5330900584543505,0.8550109634145893,0.9217714056114448,0.7734242416639223,0.9203239086582277
1,0.7502893816354175,0.5365971761960941,0.8551056775312982,0.9211339268831461,0.7842742374725908,0.9075426755285407
2,0.7559899242805399,0.5386450116098453,0.8494579471993284,0.918176757696278,0.7831129725684314,0.8980578148593794
3,0.7506121332171856,0.5380374313049128,0.8366715821734667,0.9230063700747566,0.8025535470614589,0.9017414660098801
4,0.7532811592438402,0.535885715738084,0.8296949810453893,0.9195803650815735,0.7987959869049558,0.8975502573539107
5,0.7455312983594008,0.5286890026552223,0.8361155699808749,0.9185141272842838,0.8013206469559823,0.8996261060989121
6,0.7478799647561081,0.5261461004244311,0.8374508778058998,0.9163787223302815,0.7934850479349745,0.9013754776099714
7,0.743340373376469,0.5246940728287762,0.8394321519373665,0.9092482888842136,0.7905678055234067,0.8939461769946224
8,0.7505196963051015,0.5308686912196937,0.8362497225730084,0.9082391526822589,0.7842069997058697,0.8857288486883818
9,0.7455570161512008,0.5371018517525992,0.8442249909586784,0.8958431899737908,0.7826566359078013,0.8909348592033803
10,0.7545181433463252,0.5378071168646589,0.8475052978988533,0.8970985197931716,0.7859545370713985,0.8898479386700535
11,0.7552210490244977,0.5201228793710695,0.8532175994505382,0.8881159288493972,0.7724865525998474,0.889009771990469
12,0.7551185948798196,0.5204420749710416,0.8566270236783143,0.884971108557109,0.7757346119520943,0.8886876285927803
13,0.7634659046401526,0.49941365727453246,0.8465037516889471,0.8690854432855212,0.7645494709435001,0.8837590610895192
14,0.7619440310534815,0.4949897999906622,0.8476463315406537,0.8696594485887479,0.7700988524037624,0.8832020818963182
15,0.7635856803713137,0.49619669920009757,0.8466712026678676,0.8683002099804022,0.7743519115335775,0.878694028836221
16,0.7641549191781916,0.498803177300482,0.8459417765739434,0.8666347242448712,0.7791587120407887,0.8724829369304261
17,0.7665504983317579,0.5036466907607746,0.8402553374333059,0.8648551883064419,0.7776494172747368,0.8691150181503466
18,0.7645451814189661,0.49941808249538977,0.8313511511677157,0.867631149215415,0.788197795238367,0.8712788700302527
19,0.757060589135167,0.49424860636964363,0.8304086156382813,0.8635304541505905,0.7776640505305852,0.854994437443779
20,0.7548477199826484,0.4904334293054773,0.8345533079530059,0.8621370459333624,0.7822388008209279,0.8572037751628669
21,0.7532457515480252,0.5006445151917498,0.8317857319609783,0.8623536520781547,0.7757744866052227,0.8542253520193805
22,0.7514166034972494,0.4957849990322103,0.834173166758237,0.8646103998188575,0.7762961430202631,0.8506859501794101
23,0.7556355747746573,0.509261240327208,0.8259183136678635,0.8623154030656567,0.7536494105401733,0.847146811804183
24,0.7524327118248287,0.5099465106294774,0.8267618978651687,0.8606905796293962,0.7523297093194157,0.8503905303286289
25,0.7506402956930378,0.5105415530172459,0.8378450385746519,0.8568612518982717,0.756686839172143,0.8481560616285835
26,0.7501200155136982,0.5118435876084537,0.840986046350447,0.8498390016810581,0.7528299830103886,0.8539119837774714
27,0.7554365142875106,0.5049616619706269,0.839557870490736,0.8503375261508355,0.7429386636934523,0.8521106518468111
28,0.7665499272705336,0.5016093205351684,0.831592337848835,0.8453265845567839,0.7407126721333523,0.8521426288349656
29,0.7670262574171046,0.49757843072431646,0.8326026337906105,0.8419095480888701,0.7391103903396221,0.8506286659999875
30,0.7676888475155118,0.4973073981859001,0.8304038514616182,0.8368904521693584,0.7426262016806873,0.8495535880797458
